序号,数量级
2858,-2.1087164474426374
2859,-1.7740813241845077
2860,-2.010690683303811
2861,0.5755441311542849
2862,0.4849793010779005
2863,-2.010690683303811
2864,-3.5936063122130317
2865,-1.9242943493929219
2866,-1.9242943493929219
2867,-1.9242943493929219
2868,-1.9242943493929219
2869,-1.7740813241845077
2870,-0.8560661465791897
2871,-2.010690683303811
2872,-2.010690683303811
2873,-1.9242943493929219
2874,0.32397542120677425
2875,-1.9242943493929219
2876,-0.2709218728562226
2877,-3.9939363478646084
2878,-2.026961832850628
2879,-2.010690683303811
2880,-1.9242943493929219
2881,-0.7790355145258516
2882,0.6046527151533254
2883,-0.5911324307062158
2884,-2.1087164474426374
2885,-1.9242943493929219
2886,-1.9242943493929219
2887,0.9897254096641709
2888,-0.5043930869308164
2889,0.8805471233999141
2890,-1.8930915964719943
2891,0.3069196632511123
2892,-4.480172006224281
2893,-4.505845405981558
2894,-2.1087164474426374
2895,0.6150504380311024
2896,-1.9242943493929219
2897,-1.9242943493929219
2898,-1.9242943493929219
2899,-1.9242943493929219
2900,-0.8560661465791897
2901,-2.010690683303811
2902,-1.9242943493929219
2903,-1.9242943493929219
2904,-0.6245756320683598
2905,-1.9242943493929219
2906,0.9822190302841737
2907,-1.8930915964719943
2908,-1.9242943493929219
2909,0.9695048511366294
2910,0.21622774907253958
2911,-1.928885310323064
2912,-1.928885310323064
2913,-1.9242943493929219
2914,-0.6935197894585027
2915,-1.9242943493929219
2916,0.09667709019536218
2917,0.09667709019536218
2918,-1.9242943493929219
2919,-2.026961832850628
2920,-2.1087164474426374
2921,-0.23468080392449603
2922,0.09667709019536218
2923,-0.8560661465791897
2924,-2.1087164474426374
2925,-0.9700666762210847
2926,-2.026961832850628
2927,-1.9409179425464136
2928,-2.026961832850628
2929,-2.026961832850628
2930,0.762943699442996
2931,-2.010690683303811
2932,-2.1087164474426374
2933,-1.9242943493929219
2934,-2.010690683303811
2935,0.5934787762258822
2936,-0.7832697971755075
2937,0.6877312452085989
2938,-2.010690683303811
2939,-1.9242943493929219
2940,-1.928885310323064
2941,-1.4502653838968964
2942,-1.9242943493929219
2943,-1.9242943493929219
2944,-1.9242943493929219
2945,-4.536107011014093
2946,-2.026961832850628
2947,-2.1087164474426374
2948,0.26143826716008106
2949,-2.010690683303811
2950,-1.8930915964719943
2951,-2.010690683303811
2952,-1.9242943493929219
2953,-0.8560661465791897
2954,-1.9242943493929219
2955,-2.026961832850628
2956,-2.010690683303811
2957,-1.928885310323064
2958,-2.010690683303811
2959,-1.9242943493929219
2960,0.5853764403374644
2961,-1.9242943493929219
2962,0.6805913672289833
2963,-2.010690683303811
2964,-0.6935197894585027
2965,-1.9242943493929219
2966,-1.9242943493929219
2967,-1.9242943493929219
2968,-1.9242943493929219
2969,-1.9242943493929219
2970,-2.010690683303811
2971,-0.6935197894585027
2972,-1.9242943493929219
2973,-0.2484916844485786
2974,0.2229929353574489
2975,-1.928885310323064
2976,-1.9242943493929219
2977,-0.2348471724724408
2978,-0.5991576690675365
2979,-1.912212585845625
2980,-0.49645358028695885
2981,0.09667709019536218
2982,-1.9242943493929219
2983,-1.9242943493929219
2984,-0.616586968042042
2985,-3.5936063122130317
2986,-1.928885310323064
2987,-2.010690683303811
2988,-1.8181358406985604
2989,-1.9242943493929219
2990,0.10519916388126219
2991,-0.6935197894585027
2992,-2.010690683303811
2993,0.6877312452085989
2994,-0.6935197894585027
2995,-2.010690683303811
2996,-0.6935197894585027
2997,-1.928885310323064
2998,-2.010690683303811
2999,-1.659955242857497
3000,-2.010690683303811
3001,-1.9242943493929219
3002,-1.9242943493929219
3003,-2.010690683303811
3004,-1.9242943493929219
3005,-1.9242943493929219
3006,-2.010690683303811
3007,-2.010690683303811
3008,-2.010690683303811
3009,-1.9242943493929219
3010,-1.9242943493929219
3011,0.26143826716008106
3012,-1.9242943493929219
3013,-2.010690683303811
3014,-1.9242943493929219
3015,-2.010690683303811
3016,-2.010690683303811
3017,-1.8930915964719943
3018,0.9695048511366294
3019,-1.9242943493929219
3020,-0.5911324307062158
3021,-1.9242943493929219
3022,0.1560106510380583
3023,-1.9409179425464136
3024,-1.9242943493929219
3025,-1.9242943493929219
3026,-1.9242943493929219
3027,0.777025952563185
3028,-0.2709218728562226
3029,-2.010690683303811
3030,0.8714959265558458
3031,0.6322625439842172
3032,-2.010690683303811
3033,-1.9242943493929219
3034,-0.23468080392449603
3035,-2.010690683303811
3036,-0.2709218728562226
3037,-2.010690683303811
3038,-1.9242943493929219
3039,-1.9242943493929219
3040,-0.23209702351671901
3041,-2.010690683303811
3042,-1.9242943493929219
3043,-0.6935197894585027
3044,-0.7832697971755075
3045,-2.010690683303811
3046,1.0015736531545634
3047,0.6877312452085989
3048,-1.9242943493929219
3049,-1.9242943493929219
3050,0.3956890562823015
3051,0.5600475059772567
3052,-0.49645358028695885
3053,-1.9242943493929219
3054,-1.9242943493929219
3055,-2.010690683303811
3056,-1.9242943493929219
3057,-0.2709218728562226
3058,-1.9242943493929219
3059,-1.9242943493929219
3060,0.9955427281972175
3061,-1.928885310323064
3062,-1.928885310323064
3063,-1.9242943493929219
3064,-2.010690683303811
3065,-0.49645358028695885
3066,0.9695048511366294
3067,-2.010690683303811
3068,-0.4716022729321005
3069,-1.8930915964719943
3070,-0.23468080392449603
3071,0.09667709019536218
3072,-1.9242943493929219
3073,0.03842326470642943
3074,-2.026961832850628
3075,-1.9242943493929219
3076,-0.17995091590682136
3077,-0.7790355145258516
3078,-1.928885310323064
3079,0.5853764403374644
3080,-1.9299733697522818
3081,-2.010690683303811
3082,0.3956890562823015
3083,-2.010690683303811
3084,-1.9299733697522818
3085,0.4849793010779005
3086,-2.026961832850628
3087,-2.010690683303811
3088,0.08955085633888615
3089,-2.010690683303811
3090,-4.536107011014093
3091,-1.9242943493929219
3092,0.09667709019536218
3093,0.32397542120677425
3094,-1.9242943493929219
3095,-2.367482882556337
3096,-0.8560661465791897
3097,0.6877312452085989
3098,0.48443255313033046
3099,-1.9242943493929219
3100,-2.026961832850628
3101,-2.010690683303811
3102,-1.9242943493929219
3103,0.07062891639692437
3104,-2.010690683303811
3105,-2.1087164474426374
3106,0.5853764403374644
3107,-0.23168142617210236
3108,-1.9242943493929219
3109,-1.928885310323064
3110,0.26143826716008106
3111,-2.010690683303811
3112,-0.7463552056638072
3113,-2.1087164474426374
3114,0.10519916388126219
3115,0.26143826716008106
3116,-0.6935197894585027
3117,-2.010690683303811
3118,-2.010690683303811
3119,-2.010690683303811
3120,-1.9242943493929219
3121,-0.6927710390259529
3122,0.9695048511366294
3123,0.6351700400516487
3124,-1.831011046032215
3125,-0.23468080392449603
3126,-2.010690683303811
3127,0.3954641184283863
3128,-0.7463552056638072
3129,-1.8930915964719943
3130,0.2123129953599561
3131,-1.9242943493929219
3132,-1.9242943493929219
3133,0.6046527151533254
3134,0.6149590690768238
3135,-0.38060155420756847
3136,-2.026961832850628
3137,-1.928885310323064
3138,-1.9242943493929219
3139,-2.010690683303811
3140,-1.955783768366957
3141,0.26143826716008106
3142,-1.928885310323064
3143,0.762943699442996
3144,-2.010690683303811
3145,0.019812176401620075
3146,-1.928885310323064
3147,-1.9242943493929219
3148,-2.1087164474426374
3149,-1.9242943493929219
3150,0.9695048511366294
3151,-1.9242943493929219
3152,-2.010690683303811
3153,-0.6245756320683598
3154,-2.010690683303811
3155,-1.77450088518733
3156,-4.536107011014093
3157,-1.9242943493929219
3158,-2.010690683303811
3159,0.6877312452085989
3160,-2.010690683303811
3161,-2.1087164474426374
3162,-2.010690683303811
3163,-2.010690683303811
3164,-2.010690683303811
3165,-1.9242943493929219
3166,0.5826074145627154
3167,-2.010690683303811
3168,0.9695048511366294
3169,-2.010690683303811
3170,-2.010690683303811
3171,-2.010690683303811
3172,-1.9242943493929219
3173,-1.928885310323064
3174,-1.9242943493929219
3175,-1.9242943493929219
3176,-2.010690683303811
3177,-1.7740813241845077
3178,-2.010690683303811
3179,0.3759044935428161
3180,-1.9242943493929219
3181,0.8714959265558458
3182,-2.010690683303811
3183,0.6150504380311024
3184,-2.010690683303811
3185,-1.928885310323064
3186,-1.9242943493929219
3187,-1.9242943493929219
3188,-2.010690683303811
3189,-1.9242943493929219
3190,0.26143826716008106
3191,-1.864466487384757
3192,0.3789643999098655
3193,0.6871396958779646
3194,-2.010690683303811
3195,-2.010690683303811
3196,-1.9242943493929219
3197,-2.010690683303811
3198,-2.010690683303811
3199,0.6046527151533254
3200,-1.9242943493929219
3201,-0.20150086551924387
3202,0.9019199679103497
3203,-1.9242943493929219
3204,-0.20150086551924387
3205,-0.49433913461465845
3206,0.11227757961117302
3207,-2.1087164474426374
3208,-1.9242943493929219
3209,-2.010690683303811
3210,0.6503272920194203
3211,-1.9242943493929219
3212,-0.5557573827020323
3213,0.6877312452085989
3214,0.6149590690768238
3215,-1.9242943493929219
3216,-1.9242943493929219
3217,0.6149590690768238
3218,-2.010690683303811
3219,-4.536107011014093
3220,-1.9299733697522818
3221,-2.010690683303811
3222,-1.9242943493929219
3223,-2.010690683303811
3224,-2.010690683303811
3225,-1.9242943493929219
3226,-0.6935197894585027
3227,-1.9242943493929219
3228,0.26143826716008106
3229,-1.9242943493929219
3230,-1.9242943493929219
3231,0.6877312452085989
3232,-0.49645358028695885
3233,-1.9242943493929219
3234,-2.026961832850628
3235,-2.010690683303811
3236,-1.9242943493929219
3237,-2.010690683303811
3238,-2.026961832850628
3239,-1.928885310323064
3240,-1.9299733697522818
3241,0.7524957635283617
3242,-2.010690683303811
3243,-2.010690683303811
3244,0.6046527151533254
3245,-1.7740813241845077
3246,-0.13102907198864638
3247,0.2123129953599561
3248,-1.9242943493929219
3249,-1.9242943493929219
3250,-0.40748080482417204
3251,-2.010690683303811
3252,-1.9242943493929219
3253,0.8670977562284953
3254,-1.9242943493929219
3255,-0.2502920899190657
3256,-1.928885310323064
3257,0.3121588445604238
3258,-2.2012862518012812
3259,-2.010690683303811
3260,-2.010690683303811
3261,0.3121588445604238
3262,0.26143826716008106
3263,0.9479939383620184
3264,-0.19710043029816768
3265,-0.31626367551236356
3266,-1.9242943493929219
3267,-1.9242943493929219
3268,-1.928885310323064
3269,-3.4568946739773074
3270,-1.9242943493929219
3271,-2.1087164474426374
3272,-1.0348045287684344
3273,-1.9242943493929219
3274,-1.9299733697522818
3275,-0.7790355145258516
3276,-0.6858652312476193
3277,-2.010690683303811
3278,-2.010690683303811
3279,-2.010690683303811
3280,-1.9242943493929219
3281,-2.010690683303811
3282,-1.9299733697522818
3283,-2.010690683303811
3284,-0.40748080482417204
3285,-2.010690683303811
3286,-1.9242943493929219
3287,-0.6245756320683598
3288,-1.9242943493929219
3289,-3.4568946739773074
3290,-1.9242943493929219
3291,-1.9242943493929219
3292,-2.010690683303811
3293,-2.010690683303811
3294,-0.8560661465791897
3295,-1.9242943493929219
3296,-0.6245756320683598
3297,-1.77450088518733
3298,-2.1087164474426374
3299,-4.505845405981558
3300,-2.010690683303811
3301,-1.9242943493929219
3302,-2.010690683303811
3303,-1.9242943493929219
3304,-2.010690683303811
3305,0.5310859122526627
3306,0.6877312452085989
3307,-2.010690683303811
3308,-2.1087164474426374
3309,-1.7740813241845077
3310,-2.010690683303811
3311,-1.9242943493929219
3312,-1.928885310323064
3313,-1.9242943493929219
3314,-2.1675269180665606
3315,-1.9242943493929219
3316,0.038348601293040005
3317,-1.9242943493929219
3318,0.3784448125760924
3319,-1.9242943493929219
3320,-1.928885310323064
3321,-1.8130333861652277
3322,-2.010690683303811
3323,0.17384946780160787
3324,-2.1675269180665606
3325,-1.9242943493929219
3326,0.08950703480675642
3327,-0.23813114773477279
3328,0.26143826716008106
3329,-2.026961832850628
3330,-1.9242943493929219
3331,-0.9997175572448742
3332,-2.010690683303811
3333,-2.010690683303811
3334,0.8218853733135297
3335,0.4661870977635979
3336,1.047655383704509
3337,-1.9242943493929219
3338,-0.6245756320683598
3339,-0.6935197894585027
3340,-1.9242943493929219
3341,-1.9242943493929219
3342,-3.5936063122130317
3343,-1.9242943493929219
3344,-0.4736434468226804
3345,-2.010690683303811
3346,-1.9242943493929219
3347,-0.2230401051365961
3348,-2.010690683303811
3349,-2.1087164474426374
3350,0.5762178959163177
3351,-1.9299733697522818
3352,-2.010690683303811
3353,-2.010690683303811
3354,-0.9997175572448742
3355,-1.928885310323064
3356,-2.367482882556337
3357,-1.9299733697522818
3358,-2.010690683303811
3359,-1.928885310323064
3360,-5.642065152999546
3361,-1.9242943493929219
3362,-2.010690683303811
3363,-2.026961832850628
3364,-1.9242943493929219
3365,-2.026961832850628
3366,0.046615787019204095
3367,-2.1087164474426374
3368,-2.010690683303811
3369,-1.9242943493929219
3370,0.6150504380311024
3371,-2.010690683303811
3372,-1.9299733697522818
3373,-1.9242943493929219
3374,0.19196532110837924
3375,-1.9242943493929219
3376,0.48443255313033046
3377,-2.1087164474426374
3378,0.18299447492797363
3379,-2.010690683303811
3380,-1.8930915964719943
3381,0.6150504380311024
3382,-0.49645358028695885
3383,-1.9242943493929219
3384,0.11900233283215997
3385,-2.010690683303811
3386,-1.928885310323064
3387,0.21630967589621186
3388,-1.9242943493929219
3389,-1.928885310323064
3390,-1.9242943493929219
3391,-1.9242943493929219
3392,-1.9242943493929219
3393,-0.3854942269743998
3394,-0.4368029731838275
3395,0.35574518932660987
3396,-0.23468080392449603
3397,-4.505845405981558
3398,-2.1087164474426374
3399,-1.9242943493929219
3400,-1.928885310323064
3401,-1.9242943493929219
3402,-2.010690683303811
3403,-1.9242943493929219
3404,-2.026961832850628
3405,-1.9242943493929219
3406,-0.2709218728562226
3407,-1.9242943493929219
3408,-1.9242943493929219
3409,-1.9242943493929219
3410,-1.9242943493929219
3411,0.48443255313033046
3412,-1.9348003751991851
3413,-1.9242943493929219
3414,0.26143826716008106
3415,0.9695048511366294
3416,0.09667709019536218
3417,-3.5936063122130317
3418,-1.9299733697522818
3419,-1.9242943493929219
3420,-1.928885310323064
3421,0.3956890562823015
3422,-1.9242943493929219
3423,0.8805471233999141
3424,-0.6858652312476193
3425,-1.9242943493929219
3426,-1.9299733697522818
3427,-2.010690683303811
3428,-1.1298380793684817
3429,-2.000313804248331
3430,-1.8627374103236138
3431,-0.5991576690675365
3432,-2.1087164474426374
3433,-1.928885310323064
3434,-2.010690683303811
3435,-1.8930915964719943
3436,0.046615787019204095
3437,-2.010690683303811
3438,-1.9242943493929219
3439,-1.082423906263145
3440,-2.0825906025209324
3441,0.5982140916340452
3442,-2.010690683303811
3443,-2.1675269180665606
3444,-0.8560661465791897
3445,-0.7832697971755075
3446,-1.9242943493929219
3447,0.762943699442996
3448,-1.9095632210436246
3449,-0.5991576690675365
3450,-1.7636392631950688
3451,-2.1675269180665606
3452,-1.8930915964719943
3453,0.9019199679103497
3454,0.26143826716008106
3455,-1.9242943493929219
3456,-2.010690683303811
3457,-1.9242943493929219
3458,-1.7740813241845077
3459,0.26143826716008106
3460,-1.9242943493929219
3461,0.6877312452085989
3462,0.4463197625691021
3463,-2.010690683303811
3464,-2.010690683303811
3465,-2.010690683303811
3466,-1.9242943493929219
3467,-2.010690683303811
3468,0.26143826716008106
3469,-1.928885310323064
3470,-1.9242943493929219
3471,-0.8560661465791897
3472,-2.010690683303811
3473,-1.9242943493929219
3474,-1.9242943493929219
3475,-1.9242943493929219
3476,0.9695048511366294
3477,-0.6529833948540555
3478,-0.6245756320683598
3479,-0.8560661465791897
3480,-1.928885310323064
3481,-1.0348045287684344
3482,-2.010690683303811
3483,-0.588345371767953
3484,-1.9242943493929219
3485,0.6877312452085989
3486,0.5051456588326516
3487,-2.010690683303811
3488,0.7524957635283617
3489,-1.831011046032215
3490,-4.505845405981558
3491,-1.9242943493929219
3492,-1.9242943493929219
3493,0.3792910907741366
3494,-1.9242943493929219
3495,-2.010690683303811
3496,-4.505845405981558
3497,-2.010690683303811
3498,-0.7790355145258516
3499,-1.9242943493929219
3500,-1.9242943493929219
3501,-1.9242943493929219
3502,-1.9242943493929219
3503,0.6164494990274947
3504,0.49573033476014927
3505,0.6877312452085989
3506,-1.9242943493929219
3507,-2.010690683303811
3508,-0.7790355145258516
3509,-1.9409179425464136
3510,-1.9242943493929219
3511,-1.9242943493929219
3512,-1.9242943493929219
3513,-2.010690683303811
3514,-1.9242943493929219
3515,-1.9242943493929219
3516,-2.010690683303811
3517,-1.9242943493929219
3518,0.7393116603488494
3519,-0.7832697971755075
3520,-1.928885310323064
3521,0.9695048511366294
3522,0.26143826716008106
3523,-4.536107011014093
3524,-1.928885310323064
3525,-2.010690683303811
3526,-0.7790355145258516
3527,-2.1087164474426374
3528,-2.010690683303811
3529,-1.9242943493929219
3530,0.6150504380311024
3531,-1.9242943493929219
3532,-1.9242943493929219
3533,-1.9242943493929219
3534,-0.7790355145258516
3535,-2.010690683303811
3536,-1.9242943493929219
3537,-1.9242943493929219
3538,-1.9242943493929219
3539,-1.9242943493929219
3540,-1.6873548015351678
3541,-1.9242943493929219
3542,-0.8560661465791897
3543,-1.0487837605398218
3544,0.6877312452085989
3545,-0.6935197894585027
3546,-1.9242943493929219
3547,-1.9095632210436246
3548,0.3946741524747477
3549,0.3954641184283863
3550,-1.9242943493929219
3551,-2.010690683303811
3552,0.9013026480235589
3553,-2.000313804248331
3554,-1.9299733697522818
3555,-4.480172006224281
3556,0.11900233283215997
3557,-1.9242943493929219
3558,0.26143826716008106
3559,-1.9242943493929219
3560,-1.9242943493929219
3561,0.26143826716008106
3562,0.7527037731727193
3563,-1.9242943493929219
3564,-0.6516372822640389
3565,-0.8560661465791897
3566,-2.010690683303811
3567,-2.010690683303811
3568,-1.9242943493929219
3569,-0.6245756320683598
3570,-2.010690683303811
3571,-4.920818753952375
3572,-0.6935197894585027
3573,0.07733771404488538
3574,-1.8627374103236138
3575,-1.928885310323064
3576,0.4905315685895929
3577,0.6877312452085989
3578,-1.9242943493929219
3579,-2.010690683303811
3580,-2.010690683303811
3581,0.5934787762258822
3582,-1.928885310323064
3583,-0.23209702351671901
3584,-1.9242943493929219
3585,-0.2709218728562226
3586,-0.7832697971755075
3587,-2.1087164474426374
3588,-1.9242943493929219
3589,-1.9242943493929219
3590,-1.9242943493929219
3591,0.31073855752512136
3592,-2.026961832850628
3593,-2.010690683303811
3594,0.6877312452085989
3595,-2.1675269180665606
3596,-2.1087164474426374
3597,-1.9242943493929219
3598,-1.9242943493929219
3599,-0.2502920899190657
3600,-2.010690683303811
3601,-1.9242943493929219
3602,-1.9348003751991851
3603,-1.9242943493929219
3604,-1.9242943493929219
3605,-2.010690683303811
3606,0.19082705455880392
3607,0.09667709019536218
3608,-1.9242943493929219
3609,0.26143826716008106
3610,-1.9242943493929219
3611,-2.010690683303811
3612,-1.928885310323064
3613,0.6343568540394952
3614,-2.010690683303811
3615,0.26143826716008106
3616,-3.766602796937103
3617,-1.9242943493929219
3618,0.09667709019536218
3619,0.48443255313033046
3620,-2.010690683303811
3621,-0.8560661465791897
3622,-2.010690683303811
3623,-1.9242943493929219
3624,0.03842326470642943
3625,-2.1087164474426374
3626,-1.928885310323064
3627,-1.9242943493929219
3628,-1.9242943493929219
3629,-1.8930915964719943
3630,-2.010690683303811
3631,-0.6935197894585027
3632,-2.010690683303811
3633,-0.8192304779117029
3634,-1.9242943493929219
3635,0.09667709019536218
3636,-0.2709218728562226
3637,-1.9242943493929219
3638,0.6877312452085989
3639,0.48443255313033046
3640,-2.2543403983367356
3641,-1.928885310323064
3642,-1.9242943493929219
3643,-1.9242943493929219
3644,0.3121588445604238
3645,0.7580707876136662
3646,-2.010690683303811
3647,-1.9242943493929219
3648,-2.010690683303811
3649,0.1623331548397394
3650,0.3956890562823015
3651,-1.9242943493929219
3652,-2.026961832850628
3653,-1.928885310323064
3654,0.8670977562284953
3655,0.6877312452085989
3656,0.4382289842915934
3657,-1.9242943493929219
3658,-0.6935197894585027
3659,-1.831011046032215
3660,0.48443255313033046
3661,-2.1675269180665606
3662,-1.9242943493929219
3663,-1.9242943493929219
3664,-1.9242943493929219
3665,-1.9242943493929219
3666,-1.9242943493929219
3667,-1.9242943493929219
3668,-1.9242943493929219
3669,-1.8365401799630827
3670,-2.1087164474426374
3671,0.911535004459558
3672,-4.536107011014093
3673,0.16594457069270005
3674,0.3121588445604238
3675,-2.010690683303811
3676,0.576619069432702
3677,-2.010690683303811
3678,-1.9242943493929219
3679,-1.9242943493929219
3680,-1.9242943493929219
3681,-0.7790355145258516
3682,-1.928885310323064
3683,0.26143826716008106
3684,-1.9242943493929219
3685,-1.8930915964719943
3686,0.4382289842915934
3687,-1.9242943493929219
3688,0.6510300017614786
3689,-1.9242943493929219
3690,-2.010690683303811
3691,-2.1087164474426374
3692,0.7556688931990218
3693,-0.6245756320683598
3694,-1.7636392631950688
3695,-2.010690683303811
3696,-0.06737493998622013
3697,-0.7832697971755075
3698,-1.9242943493929219
3699,-0.035777296306412514
3700,-1.9242943493929219
3701,-1.9242943493929219
3702,-1.9242943493929219
3703,-2.010690683303811
3704,-5.642065152999546
3705,-1.9242943493929219
3706,-1.9242943493929219
3707,-1.9242943493929219
3708,-2.010690683303811
3709,-1.9242943493929219
3710,-1.8930915964719943
3711,-1.9242943493929219
3712,-2.010690683303811
3713,-1.1278809790739976
3714,0.8670977562284953
3715,0.5853764403374644
3716,-1.9242943493929219
3717,-1.9242943493929219
3718,-1.9242943493929219
3719,-2.010690683303811
3720,0.6877312452085989
3721,0.1583561685406002
3722,-0.8947880582199251
3723,-1.9242943493929219
3724,-2.010690683303811
3725,-0.7790355145258516
3726,0.687187656182194
3727,-1.9242943493929219
3728,-1.9242943493929219
3729,-1.9242943493929219
3730,0.6322625439842172
3731,-3.5936063122130317
3732,-0.20150086551924387
3733,0.48443255313033046
3734,-2.010690683303811
3735,-0.3854942269743998
3736,0.6351700400516487
3737,-0.6245756320683598
3738,0.6150504380311024
3739,-1.9242943493929219
3740,0.6877312452085989
3741,-1.9242943493929219
3742,-1.9242943493929219
3743,-1.9242943493929219
3744,-1.9242943493929219
3745,-1.9299733697522818
3746,0.3954641184283863
3747,0.3956890562823015
3748,-2.026961832850628
3749,-0.4368029731838275
3750,-1.928885310323064
3751,0.7528743526182142
3752,-1.9242943493929219
3753,0.9258580314582082
3754,-1.9242943493929219
3755,-3.5936063122130317
3756,-1.9242943493929219
3757,-1.7636392631950688
3758,-1.9242943493929219
3759,-1.9242943493929219
3760,-2.026961832850628
3761,-1.9242943493929219
3762,0.7580707876136662
3763,0.26143826716008106
3764,-0.6516372822640389
3765,0.4849793010779005
3766,0.6877312452085989
3767,-1.9242943493929219
3768,0.2767716387975756
3769,-2.010690683303811
3770,-1.9242943493929219
3771,-1.9409179425464136
3772,-2.010690683303811
3773,-3.4568946739773074
3774,-2.026961832850628
3775,0.6149590690768238
3776,-1.9242943493929219
3777,1.0531817644539785
3778,-2.010690683303811
3779,0.08955085633888615
3780,-1.928885310323064
3781,-0.7832697971755075
3782,-1.9242943493929219
3783,-1.7740813241845077
3784,0.762943699442996
3785,-1.9242943493929219
3786,-1.9242943493929219
3787,-1.9242943493929219
3788,-1.9242943493929219
3789,-2.010690683303811
3790,-2.367482882556337
3791,-1.9242943493929219
3792,-1.9242943493929219
3793,0.1032838733812927
3794,-1.9242943493929219
3795,-0.19579427906887972
3796,-0.23468080392449603
3797,-2.1087164474426374
3798,-1.9299733697522818
3799,-1.9242943493929219
3800,-2.010690683303811
3801,-1.9242943493929219
3802,-2.010690683303811
3803,-1.9242943493929219
3804,-1.9242943493929219
3805,-1.9242943493929219
3806,0.08950703480675642
3807,0.4849793010779005
3808,-1.082423906263145
3809,-1.955783768366957
3810,-4.505845405981558
3811,0.6877312452085989
3812,-1.9242943493929219
3813,-0.23468080392449603
3814,-0.8560661465791897
3815,-2.026961832850628
3816,-1.9242943493929219
3817,-0.2709218728562226
3818,-1.9242943493929219
3819,-2.010690683303811
3820,0.6877312452085989
3821,-2.010690683303811
3822,0.6149590690768238
3823,-1.9242943493929219
3824,-3.486757089028058
3825,-0.8560661465791897
3826,0.3956890562823015
3827,-1.9242943493929219
3828,-1.7740813241845077
3829,-1.9242943493929219
3830,-0.8560661465791897
3831,-2.010690683303811
3832,-0.16107477656061792
3833,0.1583561685406002
3834,-1.9242943493929219
3835,0.6986843193838581
3836,-0.21063996760539788
3837,-1.8930915964719943
3838,-0.6935197894585027
3839,-2.010690683303811
3840,0.6877312452085989
3841,0.26143826716008106
3842,-1.7740813241845077
3843,0.03842326470642943
3844,-1.9299733697522818
3845,-2.026961832850628
3846,-1.9242943493929219
3847,-2.010690683303811
3848,0.6877312452085989
3849,-2.010690683303811
3850,-1.9242943493929219
3851,0.9695048511366294
3852,-2.026961832850628
3853,-1.9242943493929219
3854,-2.010690683303811
3855,-2.010690683303811
3856,0.6460225681471131
3857,0.09667709019536218
3858,-1.8930915964719943
3859,-2.010690683303811
3860,-2.010690683303811
3861,-1.928885310323064
3862,0.26143826716008106
3863,-1.9242943493929219
3864,-1.9242943493929219
3865,-2.010690683303811
3866,-2.026961832850628
3867,-1.9242943493929219
3868,-2.010690683303811
3869,0.1583561685406002
3870,-3.820442464236802
3871,-2.010690683303811
3872,-0.6245756320683598
3873,0.3121588445604238
3874,-1.928885310323064
3875,-1.9242943493929219
3876,-2.010690683303811
3877,-0.6245756320683598
3878,0.6877312452085989
3879,-2.010690683303811
3880,-0.9052886573060936
3881,-2.010690683303811
3882,-2.010690683303811
3883,-2.010690683303811
3884,-2.026961832850628
3885,0.43481045450703654
3886,-1.9242943493929219
3887,-2.010690683303811
3888,-2.010690683303811
3889,-0.6935197894585027
3890,-1.9242943493929219
3891,-1.9242943493929219
3892,0.46694358589599033
3893,-1.9242943493929219
3894,0.26143826716008106
3895,-1.9242943493929219
3896,-1.9242943493929219
3897,-1.9242943493929219
3898,0.5310859122526627
3899,-1.0348045287684344
3900,-1.9409179425464136
3901,-2.010690683303811
3902,-1.9242943493929219
3903,0.5767291591064402
3904,-1.9242943493929219
3905,-1.928885310323064
3906,-0.9052886573060936
3907,-3.486757089028058
3908,0.6149590690768238
3909,-1.928885310323064
3910,-2.010690683303811
3911,-2.010690683303811
3912,0.48443255313033046
3913,-0.6935197894585027
3914,0.26143826716008106
3915,-1.9242943493929219
3916,-0.7790355145258516
3917,-2.010690683303811
3918,0.48443255313033046
3919,-1.9242943493929219
3920,-1.9242943493929219
3921,-1.9242943493929219
3922,0.0941544208988046
3923,-1.9242943493929219
3924,-2.010690683303811
3925,-2.010690683303811
3926,-0.7790355145258516
3927,0.6877312452085989
3928,-1.928885310323064
3929,-1.9242943493929219
3930,-2.010690683303811
3931,0.21622774907253958
3932,0.8805471233999141
3933,-1.955783768366957
3934,-1.9242943493929219
3935,0.5702022271658502
3936,-1.928885310323064
3937,-0.9728959583180237
3938,0.26143826716008106
3939,-0.23468080392449603
3940,-1.9242943493929219
3941,-1.7740813241845077
3942,-2.0825906025209324
3943,-2.1087164474426374
3944,-1.928885310323064
3945,-2.010690683303811
3946,0.797757932604473
3947,-1.928885310323064
3948,0.4849793010779005
3949,0.09667709019536218
3950,-1.9242943493929219
3951,-1.928885310323064
3952,-4.536107011014093
3953,-2.010690683303811
3954,-2.010690683303811
3955,0.48443255313033046
3956,-1.9242943493929219
3957,0.7392772449803178
3958,-2.367482882556337
3959,-2.010690683303811
3960,0.5052142107450673
3961,-1.9242943493929219
3962,-2.010690683303811
3963,-1.928885310323064
3964,-1.9299733697522818
3965,-2.010690683303811
3966,-1.9242943493929219
3967,0.13238317590798648
3968,-1.9242943493929219
3969,-2.010690683303811
3970,0.4849793010779005
3971,-2.010690683303811
3972,-1.9242943493929219
3973,-2.010690683303811
3974,-2.010690683303811
3975,-0.23468080392449603
3976,-1.9242943493929219
3977,-1.9242943493929219
