NOC,Sport,Year,Gold,Silver,Bronze,No_Medal,Participants,Gold_per_Participant,Silver_per_Participant,Bronze_per_Participant,No_Medal_per_Participant,Weighted_Sum,Weighted_Sum_Diff
CRC,Cycling,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Cycling,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Cycling,2004,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Cycling,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Cycling,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Cycling,2016,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Cycling BMX Freestyle,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Cycling Road,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRC,Cycling Road,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Diving,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Fencing,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Football,1980,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,
CRC,Football,1984,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Football,2004,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,
CRC,Gymnastics,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Judo,1964,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRC,Judo,1972,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Judo,1980,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
CRC,Judo,1984,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Judo,1988,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Judo,1996,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRC,Judo,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Judo,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Judo,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Judo,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Judo,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Shooting,1968,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,
CRC,Shooting,1972,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Shooting,1976,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Shooting,1980,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Shooting,1984,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Shooting,1988,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Shooting,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Shooting,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Surfing,2020,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
CRC,Surfing,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Swimming,1968,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Swimming,1976,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Swimming,1980,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Swimming,1984,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Swimming,1988,0,1,0,0,8,0.0,0.125,0.0,0.0,0.25,-0.25
CRC,Swimming,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.25
CRC,Swimming,1996,1,0,0,0,3,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333
CRC,Swimming,2000,0,0,2,0,3,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
CRC,Swimming,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
CRC,Swimming,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Swimming,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Swimming,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Swimming,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Swimming,2024,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Taekwondo,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Taekwondo,2008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Taekwondo,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Taekwondo,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Tennis,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Triathlon,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Triathlon,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRC,Triathlon,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRC,Weightlifting,1968,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
CRC,Weightlifting,1988,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Athletics,1992,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRO,Athletics,1996,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Athletics,2000,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Athletics,2004,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Athletics,2008,0,1,0,0,10,0.0,0.1,0.0,0.0,0.2,-0.2
CRO,Athletics,2012,1,0,0,0,9,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,-0.2444444444444444
CRO,Athletics,2016,2,0,1,0,10,0.2,0.0,0.1,0.0,0.9,-0.4555555555555556
CRO,Athletics,2020,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.9
CRO,Athletics,2024,0,0,1,0,9,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,-0.1111111111111111
CRO,Basketball,1992,0,12,0,0,12,0.0,1.0,0.0,0.0,2.0,
CRO,Basketball,1996,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,2.0
CRO,Basketball,2008,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,
CRO,Basketball,2012,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Basketball,2016,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Boxing,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Boxing,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Boxing,2004,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRO,Boxing,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Boxing,2016,0,0,1,0,2,0.0,0.0,0.5,0.0,0.5,
CRO,Boxing,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.5
CRO,Boxing,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Canoeing,1992,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,
CRO,Canoeing,1996,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Canoeing,2000,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Canoeing,2004,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Canoeing,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Canoeing,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Canoeing,2020,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
CRO,Canoeing,2024,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Cycling,2008,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
CRO,Cycling,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Cycling,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Cycling BMX Freestyle,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Cycling Road,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Diving,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Equestrian,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Equestrian,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Fencing,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Gymnastics,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Gymnastics,2008,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,
CRO,Gymnastics,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
CRO,Gymnastics,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Gymnastics,2020,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,-1.0
CRO,Gymnastics,2024,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
CRO,Handball,1996,16,0,0,0,16,1.0,0.0,0.0,0.0,4.0,
CRO,Handball,2004,15,0,0,0,15,1.0,0.0,0.0,0.0,4.0,
CRO,Handball,2008,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,4.0
CRO,Handball,2012,0,0,15,0,29,0.0,0.0,0.5172413793103449,0.0,0.5172413793103449,-0.5172413793103449
CRO,Handball,2016,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.5172413793103449
CRO,Handball,2024,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,
CRO,Judo,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRO,Judo,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Judo,2020,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Judo,2024,1,0,0,0,3,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333
CRO,Karate,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Rowing,1992,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,
CRO,Rowing,1996,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Rowing,2000,0,0,9,0,13,0.0,0.0,0.6923076923076923,0.0,0.6923076923076923,-0.6923076923076923
CRO,Rowing,2004,0,2,0,0,6,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.02564102564102566
CRO,Rowing,2008,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
CRO,Rowing,2012,0,4,0,0,5,0.0,0.8,0.0,0.0,1.6,-1.6
CRO,Rowing,2016,2,1,0,0,3,0.6666666666666666,0.3333333333333333,0.0,0.0,3.333333333333333,-1.733333333333333
CRO,Rowing,2020,2,0,1,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0,3.0,0.33333333333333304
CRO,Rowing,2024,2,0,0,0,5,0.4,0.0,0.0,0.0,1.6,1.4
CRO,Sailing,1992,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
CRO,Sailing,1996,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Sailing,2000,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Sailing,2004,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Sailing,2008,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Sailing,2012,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Sailing,2016,2,1,0,0,8,0.25,0.125,0.0,0.0,1.25,-1.25
CRO,Sailing,2020,0,1,0,0,4,0.0,0.25,0.0,0.0,0.5,0.75
CRO,Sailing,2024,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.5
CRO,Shooting,1992,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,
CRO,Shooting,1996,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Shooting,2000,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Shooting,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Shooting,2008,0,0,1,0,4,0.0,0.0,0.25,0.0,0.25,-0.25
CRO,Shooting,2012,1,0,0,0,5,0.2,0.0,0.0,0.0,0.8,-0.55
CRO,Shooting,2016,1,0,0,0,7,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.22857142857142865
CRO,Shooting,2020,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
CRO,Shooting,2024,0,0,1,0,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333
CRO,Swimming,1996,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,
CRO,Swimming,2000,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Swimming,2004,0,1,0,0,13,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,-0.15384615384615385
CRO,Swimming,2008,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.15384615384615385
CRO,Swimming,2012,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Swimming,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Swimming,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Swimming,2024,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,1992,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRO,Table Tennis,1996,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,2000,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,2004,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,2008,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,2012,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,2020,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Table Tennis,2024,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Taekwondo,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Taekwondo,2004,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Taekwondo,2008,0,0,2,0,2,0.0,0.0,1.0,0.0,1.0,-1.0
CRO,Taekwondo,2012,0,0,1,0,2,0.0,0.0,0.5,0.0,0.5,0.5
CRO,Taekwondo,2016,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.5
CRO,Taekwondo,2020,1,0,1,0,4,0.25,0.0,0.25,0.0,1.25,-1.25
CRO,Taekwondo,2024,0,0,1,0,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9166666666666667
CRO,Tennis,1992,0,0,3,0,2,0.0,0.0,1.5,0.0,1.5,
CRO,Tennis,1996,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.5
CRO,Tennis,2000,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Tennis,2004,0,0,2,0,5,0.0,0.0,0.4,0.0,0.4,-0.4
CRO,Tennis,2008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.4
CRO,Tennis,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Tennis,2016,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Tennis,2020,2,2,0,0,6,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0,-2.0
CRO,Tennis,2024,0,1,0,0,4,0.0,0.25,0.0,0.0,0.5,1.5
CRO,Volleyball,2000,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,
CRO,Water Polo,1996,0,12,0,0,12,0.0,1.0,0.0,0.0,2.0,
CRO,Water Polo,2000,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,2.0
CRO,Water Polo,2004,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Water Polo,2008,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Water Polo,2012,13,0,0,0,13,1.0,0.0,0.0,0.0,4.0,-4.0
CRO,Water Polo,2016,0,13,0,0,13,0.0,1.0,0.0,0.0,2.0,2.0
CRO,Water Polo,2020,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,2.0
CRO,Water Polo,2024,0,13,0,0,13,0.0,1.0,0.0,0.0,2.0,-2.0
CRO,Weightlifting,2000,1,0,0,0,1,1.0,0.0,0.0,0.0,4.0,
CRO,Weightlifting,2004,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0,3.0
CRO,Weightlifting,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Wrestling,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CRO,Wrestling,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Wrestling,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CRO,Wrestling,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CRO,Wrestling,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Archery,2000,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,
CUB,Archery,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Archery,2008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Archery,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Archery,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Archery,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CUB,Athletics,1952,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,
CUB,Athletics,1956,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Athletics,1960,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Athletics,1964,0,1,0,0,3,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,-0.6666666666666666
CUB,Athletics,1968,0,8,0,0,18,0.0,0.4444444444444444,0.0,0.0,0.8888888888888888,-0.2222222222222222
CUB,Athletics,1972,0,0,5,0,19,0.0,0.0,0.2631578947368421,0.0,0.2631578947368421,0.6257309941520468
CUB,Athletics,1976,2,1,0,0,26,0.07692307692307693,0.038461538461538464,0.0,0.0,0.38461538461538464,-0.12145748987854255
CUB,Athletics,1980,1,2,1,0,17,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.5294117647058824,-0.14479638009049772
CUB,Athletics,1992,2,4,7,0,34,0.058823529411764705,0.11764705882352941,0.20588235294117646,0.0,0.6764705882352942,
CUB,Athletics,1996,0,1,1,0,46,0.0,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.6112531969309464
CUB,Athletics,2000,2,2,5,0,33,0.06060606060606061,0.06060606060606061,0.15151515151515152,0.0,0.5151515151515151,-0.4499341238471673
CUB,Athletics,2004,2,1,2,0,33,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.0,0.36363636363636365,0.1515151515151515
CUB,Athletics,2008,1,2,2,0,43,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.0,0.23255813953488372,0.13107822410147993
CUB,Athletics,2012,0,1,1,0,46,0.0,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.1673407482305359
CUB,Athletics,2016,0,0,1,0,37,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.038190364277320796
CUB,Athletics,2020,0,1,2,0,18,0.0,0.05555555555555555,0.1111111111111111,0.0,0.2222222222222222,-0.19519519519519518
CUB,Athletics,2024,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
CUB,Badminton,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CUB,Baseball,1992,20,0,0,0,20,1.0,0.0,0.0,0.0,4.0,
CUB,Baseball,1996,20,0,0,0,20,1.0,0.0,0.0,0.0,4.0,0.0
CUB,Baseball,2000,0,24,0,0,24,0.0,1.0,0.0,0.0,2.0,2.0
CUB,Baseball,2004,24,0,0,0,24,1.0,0.0,0.0,0.0,4.0,-2.0
CUB,Baseball,2008,0,24,0,0,24,0.0,1.0,0.0,0.0,2.0,2.0
CUB,Basketball,1952,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,
CUB,Basketball,1968,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,
CUB,Basketball,1972,0,0,12,0,12,0.0,0.0,1.0,0.0,1.0,-1.0
CUB,Basketball,1976,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1.0
CUB,Basketball,1980,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Basketball,1992,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,
CUB,Basketball,1996,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Basketball,2000,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Beach Volleyball,1996,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CUB,Beach Volleyball,2000,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Beach Volleyball,2004,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Beach Volleyball,2008,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Beach Volleyball,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CUB,Beach Volleyball,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Beach Volleyball,2024,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Boxing,1960,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CUB,Boxing,1964,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Boxing,1968,0,2,0,0,11,0.0,0.18181818181818182,0.0,0.0,0.36363636363636365,-0.36363636363636365
CUB,Boxing,1972,3,1,1,0,11,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,1.3636363636363635,-0.9999999999999999
CUB,Boxing,1976,3,3,2,0,11,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,1.8181818181818181,-0.4545454545454546
CUB,Boxing,1980,6,2,2,0,11,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.0,2.727272727272727,-0.909090909090909
CUB,Boxing,1992,7,2,0,0,12,0.5833333333333334,0.16666666666666666,0.0,0.0,2.666666666666667,
CUB,Boxing,1996,4,3,0,0,12,0.3333333333333333,0.25,0.0,0.0,1.8333333333333333,0.8333333333333337
CUB,Boxing,2000,4,0,2,0,12,0.3333333333333333,0.0,0.16666666666666666,0.0,1.5,0.33333333333333326
CUB,Boxing,2004,5,2,1,0,11,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.0,2.2727272727272725,-0.7727272727272725
CUB,Boxing,2008,0,4,4,0,10,0.0,0.4,0.4,0.0,1.2000000000000002,1.0727272727272723
CUB,Boxing,2012,2,0,2,0,8,0.25,0.0,0.25,0.0,1.25,-0.04999999999999982
CUB,Boxing,2016,3,0,3,0,10,0.3,0.0,0.3,0.0,1.5,-0.25
CUB,Boxing,2020,4,0,1,0,7,0.5714285714285714,0.0,0.14285714285714285,0.0,2.4285714285714284,-0.9285714285714284
CUB,Boxing,2024,1,0,1,0,5,0.2,0.0,0.2,0.0,1.0,1.4285714285714284
CUB,Canoeing,1972,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CUB,Canoeing,1980,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
CUB,Canoeing,1992,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,
CUB,Canoeing,2000,0,3,0,0,3,0.0,1.0,0.0,0.0,2.0,
CUB,Canoeing,2004,0,2,0,0,4,0.0,0.5,0.0,0.0,1.0,1.0
CUB,Canoeing,2008,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0
CUB,Canoeing,2012,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Canoeing,2016,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Canoeing,2020,2,0,0,0,5,0.4,0.0,0.0,0.0,1.6,-1.6
CUB,Canoeing,2024,0,0,1,0,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.2666666666666668
CUB,Cycling,1968,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,
CUB,Cycling,1972,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Cycling,1976,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Cycling,1980,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Cycling,1992,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,
CUB,Cycling,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Cycling,2000,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Cycling,2004,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Cycling,2008,0,1,0,0,3,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,-0.6666666666666666
CUB,Cycling,2012,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
CUB,Cycling,2016,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Cycling Road,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CUB,Cycling Road,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Diving,1968,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CUB,Diving,1980,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CUB,Diving,2000,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,
CUB,Diving,2004,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Diving,2008,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Diving,2012,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Diving,2024,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
CUB,Fencing,1952,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CUB,Fencing,1960,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
CUB,Fencing,1964,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Fencing,1968,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Fencing,1972,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Fencing,1976,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
CUB,Fencing,1980,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
