NOC,Sport,Year,old,new
LBA,Swimming,2004,0,2
LBA,Taekwondo,2004,0,1
LBA,Weightlifting,2004,0,2
LBR,Athletics,2004,0,2
LCA,Athletics,2004,0,1
LCA,Swimming,2004,0,1
LES,Athletics,2004,0,2
LES,Taekwondo,2004,0,1
LIB,Athletics,2004,0,2
LIB,Shooting,2004,0,1
LIB,Swimming,2004,0,2
LIE,Shooting,2004,0,1
LTU,Athletics,2004,0,12
LTU,Basketball,2004,0,12
LTU,Boxing,2004,0,2
LTU,Canoeing,2004,0,3
LTU,Cycling,2004,0,9
LTU,Judo,2004,0,1
LTU,Modern Pentathlon,2004,0,2
LTU,Rowing,2004,0,2
LTU,Sailing,2004,0,1
LTU,Shooting,2004,0,1
LTU,Swimming,2004,0,10
LTU,Weightlifting,2004,0,1
LTU,Wrestling,2004,0,3
LUX,Archery,2004,0,1
LUX,Athletics,2004,0,1
LUX,Cycling,2004,0,3
LUX,Swimming,2004,0,2
LUX,Tennis,2004,0,2
LUX,Triathlon,2004,0,1
MAD,Athletics,2004,0,3
MAD,Boxing,2004,0,1
MAD,Judo,2004,0,1
MAD,Swimming,2004,0,2
MAD,Tennis,2004,0,1
MAR,Athletics,2004,0,22
MAR,Boxing,2004,0,7
MAR,Fencing,2004,0,1
MAR,Football,2004,0,16
MAR,Judo,2004,0,2
MAR,Swimming,2004,0,1
MAR,Taekwondo,2004,0,3
MAR,Tennis,2004,0,2
MAR,Weightlifting,2004,0,1
MAS,Archery,2004,0,1
MAS,Athletics,2004,0,2
MAS,Badminton,2004,0,9
MAS,Cycling,2004,0,1
MAS,Diving,2004,0,3
MAS,Gymnastics,2004,0,1
MAS,Sailing,2004,0,1
MAS,Shooting,2004,0,2
MAS,Swimming,2004,0,4
MAS,Taekwondo,2004,0,1
MAS,Weightlifting,2004,0,1
MAW,Athletics,2004,0,2
MAW,Swimming,2004,0,2
MDA,Athletics,2004,0,12
MDA,Boxing,2004,0,2
MDA,Cycling,2004,0,2
MDA,Judo,2004,0,1
MDA,Shooting,2004,0,1
MDA,Swimming,2004,0,10
MDA,Weightlifting,2004,0,3
MDA,Wrestling,2004,0,2
MDV,Athletics,2004,0,2
MDV,Swimming,2004,0,2
MEX,Archery,2004,0,3
MEX,Athletics,2004,0,27
MEX,Beach Volleyball,2004,0,2
MEX,Boxing,2004,0,5
MEX,Cycling,2004,0,2
MEX,Diving,2004,0,5
MEX,Equestrian,2004,0,4
MEX,Fencing,2004,0,1
MEX,Football,2004,0,32
MEX,Gymnastics,2004,0,2
MEX,Judo,2004,0,3
MEX,Modern Pentathlon,2004,0,2
MEX,Rowing,2004,0,3
MEX,Sailing,2004,0,3
MEX,Shooting,2004,0,1
MEX,Swimming,2004,0,6
MEX,Synchronized Swimming,2004,0,2
MEX,Taekwondo,2004,0,3
MEX,Triathlon,2004,0,2
MEX,Weightlifting,2004,0,1
MGL,Athletics,2004,0,2
MGL,Boxing,2004,0,1
MGL,Judo,2004,0,8
MGL,Shooting,2004,0,1
MGL,Swimming,2004,0,1
MGL,Weightlifting,2004,0,1
MGL,Wrestling,2004,0,6
MKD,Athletics,2004,0,2
MKD,Canoeing,2004,0,1
MKD,Shooting,2004,0,1
MKD,Swimming,2004,0,4
MKD,Wrestling,2004,0,2
MLI,Athletics,2004,0,2
MLI,Football,2004,0,16
MLI,Judo,2004,0,1
MLI,Swimming,2004,0,2
MLT,Athletics,2004,0,2
MLT,Judo,2004,0,1
MLT,Sailing,2004,0,1
MLT,Shooting,2004,0,1
MLT,Swimming,2004,0,2
MON,Athletics,2004,0,1
MON,Shooting,2004,0,1
MON,Swimming,2004,0,1
MOZ,Athletics,2004,0,2
MOZ,Swimming,2004,0,2
MRI,Archery,2004,0,1
MRI,Athletics,2004,0,4
MRI,Boxing,2004,0,1
MRI,Swimming,2004,0,2
MRI,Weightlifting,2004,0,1
MTN,Athletics,2004,0,2
MYA,Archery,2004,0,1
MYA,Weightlifting,2004,0,1
NAM,Athletics,2004,0,3
NAM,Boxing,2004,0,2
NAM,Cycling,2004,0,1
NAM,Shooting,2004,0,1
NAM,Wrestling,2004,0,1
NCA,Athletics,2004,0,2
NCA,Shooting,2004,0,1
NCA,Swimming,2004,0,2
NED,Archery,2004,0,3
NED,Athletics,2004,0,20
NED,Badminton,2004,0,4
NED,Baseball,2004,0,24
NED,Beach Volleyball,2004,0,2
NED,Canoeing,2004,0,2
NED,Cycling,2004,0,24
NED,Equestrian,2004,0,8
NED,Fencing,2004,0,1
NED,Gymnastics,2004,0,4
NED,Hockey,2004,0,32
NED,Judo,2004,0,7
NED,Rowing,2004,0,26
NED,Sailing,2004,0,14
NED,Shooting,2004,0,3
NED,Swimming,2004,0,16
NED,Synchronized Swimming,2004,0,2
NED,Table Tennis,2004,0,2
NED,Taekwondo,2004,0,2
NED,Triathlon,2004,0,2
NED,Volleyball,2004,0,12
NEP,Athletics,2004,0,2
NEP,Shooting,2004,0,1
NEP,Swimming,2004,0,2
NEP,Taekwondo,2004,0,1
NGR,Athletics,2004,0,17
NGR,Basketball,2004,0,12
NGR,Boxing,2004,0,7
NGR,Football,2004,0,16
NGR,Judo,2004,0,2
NGR,Swimming,2004,0,2
NGR,Table Tennis,2004,0,8
NGR,Taekwondo,2004,0,3
NGR,Weightlifting,2004,0,2
NGR,Wrestling,2004,0,1
NIG,Athletics,2004,0,2
NIG,Judo,2004,0,1
NIG,Swimming,2004,0,1
NOR,Athletics,2004,0,9
NOR,Badminton,2004,0,1
NOR,Beach Volleyball,2004,0,8
NOR,Canoeing,2004,0,6
NOR,Cycling,2004,0,8
NOR,Rowing,2004,0,3
NOR,Sailing,2004,0,8
NOR,Shooting,2004,0,5
NOR,Swimming,2004,0,1
NOR,Taekwondo,2004,0,1
NOR,Weightlifting,2004,0,1
NOR,Wrestling,2004,0,1
NRU,Weightlifting,2004,0,3
NZL,Archery,2004,0,1
NZL,Athletics,2004,0,13
NZL,Badminton,2004,0,2
NZL,Basketball,2004,0,24
NZL,Boxing,2004,0,1
NZL,Canoeing,2004,0,2
NZL,Cycling,2004,0,16
NZL,Equestrian,2004,0,10
NZL,Fencing,2004,0,1
NZL,Hockey,2004,0,32
NZL,Judo,2004,0,1
NZL,Rowing,2004,0,11
NZL,Sailing,2004,0,12
NZL,Shooting,2004,0,2
NZL,Swimming,2004,0,13
NZL,Table Tennis,2004,0,2
NZL,Taekwondo,2004,0,1
NZL,Triathlon,2004,0,4
OMA,Athletics,2004,0,1
OMA,Shooting,2004,0,1
PAK,Athletics,2004,0,2
PAK,Boxing,2004,0,5
PAK,Hockey,2004,0,16
PAK,Shooting,2004,0,1
PAK,Swimming,2004,0,2
PAN,Athletics,2004,0,2
PAN,Swimming,2004,0,2
PAR,Athletics,2004,0,2
PAR,Football,2004,0,16
PAR,Rowing,2004,0,2
PAR,Swimming,2004,0,1
PER,Athletics,2004,0,2
PER,Badminton,2004,0,1
PER,Rowing,2004,0,1
PER,Sailing,2004,0,1
PER,Shooting,2004,0,1
PER,Swimming,2004,0,2
PER,Table Tennis,2004,0,1
PER,Tennis,2004,0,1
PER,Weightlifting,2004,0,1
PER,Wrestling,2004,0,1
PHI,Archery,2004,0,1
PHI,Athletics,2004,0,2
PHI,Boxing,2004,0,4
PHI,Shooting,2004,0,1
PHI,Swimming,2004,0,5
PHI,Taekwondo,2004,0,3
PLE,Athletics,2004,0,2
PLE,Swimming,2004,0,1
PLW,Athletics,2004,0,2
PLW,Swimming,2004,0,1
PLW,Wrestling,2004,0,1
PNG,Athletics,2004,0,2
PNG,Swimming,2004,0,1
PNG,Weightlifting,2004,0,1
POL,Archery,2004,0,4
POL,Athletics,2004,0,45
POL,Badminton,2004,0,3
POL,Boxing,2004,0,3
POL,Canoeing,2004,0,23
POL,Cycling,2004,0,16
POL,Equestrian,2004,0,4
POL,Fencing,2004,0,3
POL,Gymnastics,2004,0,6
POL,Judo,2004,0,6
POL,Modern Pentathlon,2004,0,4
POL,Rowing,2004,0,23
POL,Sailing,2004,0,9
POL,Shooting,2004,0,5
POL,Swimming,2004,0,7
POL,Table Tennis,2004,0,2
POL,Taekwondo,2004,0,1
POL,Tennis,2004,0,2
POL,Volleyball,2004,0,12
POL,Weightlifting,2004,0,7
POL,Wrestling,2004,0,9
POR,Athletics,2004,0,26
POR,Badminton,2004,0,1
POR,Beach Volleyball,2004,0,2
POR,Canoeing,2004,0,1
POR,Cycling,2004,0,4
POR,Equestrian,2004,0,1
POR,Fencing,2004,0,1
POR,Football,2004,0,17
POR,Gymnastics,2004,0,2
POR,Judo,2004,0,4
POR,Sailing,2004,0,7
POR,Shooting,2004,0,2
POR,Swimming,2004,0,11
POR,Triathlon,2004,0,1
POR,Wrestling,2004,0,1
PRK,Athletics,2004,0,4
PRK,Boxing,2004,0,2
PRK,Diving,2004,0,4
PRK,Gymnastics,2004,0,8
PRK,Judo,2004,0,6
PRK,Shooting,2004,0,3
PRK,Table Tennis,2004,0,4
PRK,Weightlifting,2004,0,4
PRK,Wrestling,2004,0,1
PUR,Athletics,2004,0,3
PUR,Basketball,2004,0,12
PUR,Beach Volleyball,2004,0,2
PUR,Boxing,2004,0,5
PUR,Diving,2004,0,1
PUR,Equestrian,2004,0,1
PUR,Gymnastics,2004,0,1
PUR,Judo,2004,0,3
PUR,Sailing,2004,0,3
PUR,Shooting,2004,0,1
PUR,Swimming,2004,0,6
PUR,Synchronized Swimming,2004,0,2
PUR,Taekwondo,2004,0,1
PUR,Tennis,2004,0,1
PUR,Wrestling,2004,0,1
QAT,Athletics,2004,0,10
QAT,Shooting,2004,0,2
QAT,Swimming,2004,0,1
QAT,Weightlifting,2004,0,2
ROU,Athletics,2004,0,26
ROU,Boxing,2004,0,3
ROU,Canoeing,2004,0,10
ROU,Cycling,2004,0,1
ROU,Diving,2004,0,1
ROU,Equestrian,2004,0,1
ROU,Fencing,2004,0,6
ROU,Gymnastics,2004,0,12
ROU,Judo,2004,0,4
ROU,Rowing,2004,0,17
ROU,Shooting,2004,0,2
ROU,Swimming,2004,0,7
ROU,Table Tennis,2004,0,4
ROU,Tennis,2004,0,2
ROU,Weightlifting,2004,0,7
ROU,Wrestling,2004,0,5
RSA,Archery,2004,0,1
RSA,Athletics,2004,0,32
RSA,Badminton,2004,0,6
RSA,Beach Volleyball,2004,0,4
RSA,Boxing,2004,0,3
RSA,Canoeing,2004,0,1
RSA,Cycling,2004,0,4
RSA,Diving,2004,0,1
RSA,Fencing,2004,0,3
RSA,Gymnastics,2004,0,2
RSA,Hockey,2004,0,32
RSA,Judo,2004,0,1
RSA,Rowing,2004,0,2
RSA,Sailing,2004,0,1
RSA,Shooting,2004,0,1
RSA,Swimming,2004,0,8
RSA,Taekwondo,2004,0,1
RSA,Triathlon,2004,0,2
RSA,Wrestling,2004,0,1
RUS,Archery,2004,0,5
RUS,Athletics,2004,0,115
RUS,Badminton,2004,0,2
RUS,Basketball,2004,0,12
RUS,Boxing,2004,0,11
RUS,Canoeing,2004,0,8
RUS,Cycling,2004,0,20
RUS,Diving,2004,0,9
RUS,Equestrian,2004,0,3
RUS,Fencing,2004,0,18
RUS,Gymnastics,2004,0,24
RUS,Handball,2004,0,14
RUS,Judo,2004,0,11
RUS,Modern Pentathlon,2004,0,4
RUS,Rowing,2004,0,19
RUS,Sailing,2004,0,13
RUS,Shooting,2004,0,24
RUS,Swimming,2004,0,30
RUS,Synchronized Swimming,2004,0,9
RUS,Table Tennis,2004,0,6
RUS,Taekwondo,2004,0,2
RUS,Tennis,2004,0,9
RUS,Triathlon,2004,0,3
RUS,Volleyball,2004,0,22
RUS,Water Polo,2004,0,26
RUS,Weightlifting,2004,0,9
RUS,Wrestling,2004,0,18
RWA,Athletics,2004,0,3
RWA,Swimming,2004,0,2
SAM,Athletics,2004,0,2
SAM,Weightlifting,2004,0,1
SCG,Athletics,2004,0,7
SCG,Basketball,2004,0,12
SCG,Canoeing,2004,0,2
SCG,Cycling,2004,0,1
SCG,Football,2004,0,17
SCG,Judo,2004,0,1
SCG,Rowing,2004,0,6
SCG,Shooting,2004,0,3
SCG,Swimming,2004,0,7
SCG,Table Tennis,2004,0,3
SCG,Tennis,2004,0,1
SCG,Volleyball,2004,0,12
SCG,Water Polo,2004,0,12
SCG,Wrestling,2004,0,1
SEN,Athletics,2004,0,9
SEN,Fencing,2004,0,1
SEN,Judo,2004,0,1
SEN,Swimming,2004,0,2
SEN,Table Tennis,2004,0,1
SEN,Wrestling,2004,0,1
SEY,Athletics,2004,0,2
SEY,Boxing,2004,0,1
SEY,Canoeing,2004,0,1
SEY,Judo,2004,0,1
SEY,Sailing,2004,0,1
SEY,Swimming,2004,0,2
SEY,Weightlifting,2004,0,1
SGP,Athletics,2004,0,2
SGP,Badminton,2004,0,3
SGP,Sailing,2004,0,1
SGP,Shooting,2004,0,1
SGP,Swimming,2004,0,5
SGP,Table Tennis,2004,0,4
SKN,Athletics,2004,0,2
SLE,Athletics,2004,0,2
SLO,Athletics,2004,0,19
SLO,Canoeing,2004,0,4
SLO,Cycling,2004,0,4
SLO,Handball,2004,0,15
SLO,Judo,2004,0,5
SLO,Rowing,2004,0,9
SLO,Sailing,2004,0,7
SLO,Shooting,2004,0,1
SLO,Swimming,2004,0,11
SLO,Tennis,2004,0,4
SMR,Athletics,2004,0,1
SMR,Shooting,2004,0,2
SMR,Swimming,2004,0,2
SOL,Athletics,2004,0,2
SOM,Athletics,2004,0,2
SRI,Athletics,2004,0,4
SRI,Shooting,2004,0,1
SRI,Swimming,2004,0,2
STP,Athletics,2004,0,2
SUD,Athletics,2004,0,4
SUI,Athletics,2004,0,9
SUI,Beach Volleyball,2004,0,6
SUI,Canoeing,2004,0,4
SUI,Cycling,2004,0,16
SUI,Diving,2004,0,1
SUI,Equestrian,2004,0,9
SUI,Fencing,2004,0,1
SUI,Gymnastics,2004,0,4
SUI,Judo,2004,0,2
SUI,Modern Pentathlon,2004,0,1
SUI,Rowing,2004,0,6
SUI,Sailing,2004,0,8
SUI,Shooting,2004,0,5
SUI,Swimming,2004,0,13
SUI,Synchronized Swimming,2004,0,2
SUI,Tennis,2004,0,4
SUI,Triathlon,2004,0,5
SUI,Wrestling,2004,0,2
SUR,Athletics,2004,0,2
SUR,Swimming,2004,0,2
SVK,Athletics,2004,0,12
SVK,Canoeing,2004,0,16
SVK,Cycling,2004,0,9
SVK,Gymnastics,2004,0,2
SVK,Judo,2004,0,2
SVK,Rowing,2004,0,2
SVK,Sailing,2004,0,1
SVK,Shooting,2004,0,3
SVK,Swimming,2004,0,2
SVK,Synchronized Swimming,2004,0,2
SVK,Tennis,2004,0,7
SVK,Weightlifting,2004,0,3
SVK,Wrestling,2004,0,3
SWE,Archery,2004,0,3
SWE,Athletics,2004,0,12
SWE,Badminton,2004,0,3
SWE,Beach Volleyball,2004,0,2
SWE,Boxing,2004,0,1
SWE,Canoeing,2004,0,5
SWE,Cycling,2004,0,9
SWE,Diving,2004,0,1
SWE,Equestrian,2004,0,11
SWE,Football,2004,0,17
SWE,Gymnastics,2004,0,1
SWE,Judo,2004,0,1
SWE,Modern Pentathlon,2004,0,1
SWE,Rowing,2004,0,1
SWE,Sailing,2004,0,10
SWE,Shooting,2004,0,8
SWE,Swimming,2004,0,15
SWE,Table Tennis,2004,0,3
SWE,Tennis,2004,0,4
SWE,Wrestling,2004,0,7
SWZ,Athletics,2004,0,2
SWZ,Swimming,2004,0,1
SYR,Athletics,2004,0,2
SYR,Boxing,2004,0,1
SYR,Judo,2004,0,1
SYR,Shooting,2004,0,1
SYR,Swimming,2004,0,1
TAN,Athletics,2004,0,8
TGA,Archery,2004,0,1
TGA,Athletics,2004,0,2
TGA,Boxing,2004,0,1
TGA,Judo,2004,0,1
THA,Athletics,2004,0,3
THA,Badminton,2004,0,8
THA,Boxing,2004,0,6
THA,Equestrian,2004,0,1
THA,Fencing,2004,0,2
THA,Rowing,2004,0,1
THA,Sailing,2004,0,1
THA,Shooting,2004,0,2
THA,Swimming,2004,0,6
THA,Table Tennis,2004,0,1
THA,Taekwondo,2004,0,4
THA,Tennis,2004,0,2
THA,Weightlifting,2004,0,5
TJK,Archery,2004,0,1
TJK,Athletics,2004,0,2
TJK,Boxing,2004,0,1
TJK,Shooting,2004,0,1
TJK,Wrestling,2004,0,4
TKM,Athletics,2004,0,2
TKM,Boxing,2004,0,2
TKM,Judo,2004,0,1
TKM,Shooting,2004,0,1
TKM,Swimming,2004,0,2
TKM,Weightlifting,2004,0,1
TLS,Athletics,2004,0,2
TOG,Athletics,2004,0,2
TOG,Canoeing,2004,0,1
TPE,Archery,2004,0,6
TPE,Athletics,2004,0,2
TPE,Badminton,2004,0,5
TPE,Baseball,2004,0,24
TPE,Cycling,2004,0,1
TPE,Judo,2004,0,2
TPE,Rowing,2004,0,2
TPE,Shooting,2004,0,2
TPE,Softball,2004,0,15
TPE,Swimming,2004,0,13
TPE,Table Tennis,2004,0,4
TPE,Taekwondo,2004,0,4
TPE,Tennis,2004,0,1
TPE,Weightlifting,2004,0,7
TTO,Athletics,2004,0,14
TTO,Shooting,2004,0,1
TTO,Swimming,2004,0,3
TTO,Taekwondo,2004,0,1
TUN,Athletics,2004,0,3
TUN,Boxing,2004,0,5
TUN,Fencing,2004,0,2
TUN,Football,2004,0,16
TUN,Gymnastics,2004,0,1
TUN,Judo,2004,0,4
TUN,Rowing,2004,0,1
TUN,Sailing,2004,0,1
TUN,Swimming,2004,0,2
TUN,Table Tennis,2004,0,2
TUN,Taekwondo,2004,0,3
TUN,Volleyball,2004,0,11
TUN,Weightlifting,2004,0,2
TUN,Wrestling,2004,0,1
TUR,Archery,2004,0,4
TUR,Athletics,2004,0,13
TUR,Boxing,2004,0,7
TUR,Judo,2004,0,3
TUR,Sailing,2004,0,5
TUR,Shooting,2004,0,1
TUR,Swimming,2004,0,9
TUR,Taekwondo,2004,0,1
TUR,Weightlifting,2004,0,9
TUR,Wrestling,2004,0,12
UAE,Athletics,2004,0,1
UAE,Shooting,2004,0,2
UAE,Swimming,2004,0,1
UGA,Athletics,2004,0,4
UGA,Boxing,2004,0,5
UGA,Swimming,2004,0,1
UGA,Weightlifting,2004,0,1
UKR,Archery,2004,0,6
UKR,Athletics,2004,0,50
UKR,Boxing,2004,0,6
UKR,Canoeing,2004,0,7
UKR,Cycling,2004,0,16
UKR,Diving,2004,0,8
UKR,Fencing,2004,0,10
UKR,Gymnastics,2004,0,22
UKR,Handball,2004,0,15
UKR,Judo,2004,0,8
UKR,Modern Pentathlon,2004,0,1
UKR,Rowing,2004,0,10
UKR,Sailing,2004,0,10
UKR,Shooting,2004,0,11
UKR,Swimming,2004,0,27
UKR,Synchronized Swimming,2004,0,2
UKR,Taekwondo,2004,0,1
UKR,Tennis,2004,0,2
UKR,Triathlon,2004,0,2
UKR,Weightlifting,2004,0,9
UKR,Wrestling,2004,0,16
URU,Athletics,2004,0,3
URU,Canoeing,2004,0,1
URU,Cycling,2004,0,2
URU,Rowing,2004,0,3
URU,Sailing,2004,0,2
URU,Swimming,2004,0,4
USA,Archery,2004,0,6
USA,Athletics,2004,0,116
USA,Badminton,2004,0,2
USA,Basketball,2004,0,24
USA,Beach Volleyball,2004,0,8
USA,Boxing,2004,0,9
USA,Canoeing,2004,0,17
USA,Cycling,2004,0,18
USA,Diving,2004,0,11
USA,Equestrian,2004,0,14
USA,Fencing,2004,0,15
USA,Football,2004,0,17
USA,Gymnastics,2004,0,14
USA,Judo,2004,0,12
USA,Modern Pentathlon,2004,0,4
USA,Rowing,2004,0,45
USA,Sailing,2004,0,18
USA,Shooting,2004,0,21
USA,Softball,2004,0,15
USA,Swimming,2004,0,43
USA,Synchronized Swimming,2004,0,9
USA,Table Tennis,2004,0,7
USA,Taekwondo,2004,0,2
USA,Tennis,2004,0,10
USA,Triathlon,2004,0,6
USA,Volleyball,2004,0,24
USA,Water Polo,2004,0,25
USA,Weightlifting,2004,0,5
USA,Wrestling,2004,0,17
UZB,Athletics,2004,0,10
UZB,Boxing,2004,0,9
UZB,Canoeing,2004,0,7
UZB,Cycling,2004,0,1
UZB,Gymnastics,2004,0,2
UZB,Judo,2004,0,6
UZB,Rowing,2004,0,4
UZB,Shooting,2004,0,2
UZB,Swimming,2004,0,15
UZB,Table Tennis,2004,0,1
UZB,Taekwondo,2004,0,2
UZB,Weightlifting,2004,0,3
UZB,Wrestling,2004,0,7
VAN,Athletics,2004,0,2
VEN,Athletics,2004,0,5
VEN,Boxing,2004,0,7
VEN,Cycling,2004,0,3
VEN,Diving,2004,0,1
VEN,Fencing,2004,0,4
VEN,Judo,2004,0,9
VEN,Sailing,2004,0,1
VEN,Shooting,2004,0,1
VEN,Swimming,2004,0,4
VEN,Table Tennis,2004,0,2
VEN,Taekwondo,2004,0,4
VEN,Tennis,2004,0,1
VEN,Triathlon,2004,0,1
VEN,Weightlifting,2004,0,3
VEN,Wrestling,2004,0,2
VIE,Athletics,2004,0,2
VIE,Canoeing,2004,0,1
VIE,Rowing,2004,0,2
VIE,Shooting,2004,0,1
VIE,Swimming,2004,0,1
VIE,Table Tennis,2004,0,1
VIE,Taekwondo,2004,0,2
VIE,Weightlifting,2004,0,1
VIN,Athletics,2004,0,2
VIN,Swimming,2004,0,1
YEM,Athletics,2004,0,1
YEM,Swimming,2004,0,1
YEM,Taekwondo,2004,0,1
ZAM,Athletics,2004,0,2
ZAM,Boxing,2004,0,2
ZAM,Swimming,2004,0,2
ZIM,Athletics,2004,0,6
ZIM,Shooting,2004,0,1
ZIM,Swimming,2004,0,2
ZIM,Tennis,2004,0,3
AFG,Athletics,2005,0,0
AFG,Boxing,2005,0,0
AFG,Judo,2005,0,0
AFG,Wrestling,2005,0,0
AHO,Athletics,2005,0,0
AHO,Equestrian,2005,0,0
ALB,Athletics,2005,0,0
ALB,Swimming,2005,0,0
ALB,Weightlifting,2005,0,0
ALB,Wrestling,2005,0,0
ALG,Athletics,2005,0,0
ALG,Boxing,2005,0,0
ALG,Fencing,2005,0,0
ALG,Judo,2005,0,0
ALG,Rowing,2005,0,0
ALG,Swimming,2005,0,0
ALG,Table Tennis,2005,0,0
ALG,Tennis,2005,0,0
ALG,Weightlifting,2005,0,0
ALG,Wrestling,2005,0,0
AND,Athletics,2005,0,0
AND,Judo,2005,0,0
AND,Shooting,2005,0,0
AND,Swimming,2005,0,0
ANG,Athletics,2005,0,0
ANG,Basketball,2005,0,0
ANG,Handball,2005,0,0
ANG,Judo,2005,0,0
ANG,Swimming,2005,0,0
ANT,Athletics,2005,0,0
ANT,Swimming,2005,0,0
ARG,Athletics,2005,0,0
ARG,Basketball,2005,0,0
ARG,Beach Volleyball,2005,0,0
ARG,Boxing,2005,0,0
ARG,Canoeing,2005,0,0
ARG,Cycling,2005,0,0
ARG,Equestrian,2005,0,0
ARG,Fencing,2005,0,0
ARG,Football,2005,0,0
ARG,Gymnastics,2005,0,0
ARG,Hockey,2005,0,0
ARG,Judo,2005,0,0
ARG,Rowing,2005,0,0
ARG,Sailing,2005,0,0
ARG,Shooting,2005,0,0
ARG,Swimming,2005,0,0
ARG,Table Tennis,2005,0,0
ARG,Taekwondo,2005,0,0
ARG,Tennis,2005,0,0
ARG,Triathlon,2005,0,0
ARG,Volleyball,2005,0,0
ARG,Weightlifting,2005,0,0
ARM,Athletics,2005,0,0
ARM,Boxing,2005,0,0
ARM,Judo,2005,0,0
ARM,Shooting,2005,0,0
ARM,Swimming,2005,0,0
ARM,Tennis,2005,0,0
ARM,Weightlifting,2005,0,0
ARM,Wrestling,2005,0,0
ARU,Athletics,2005,0,0
ARU,Swimming,2005,0,0
ARU,Weightlifting,2005,0,0
ASA,Athletics,2005,0,0
ASA,Weightlifting,2005,0,0
AUS,Archery,2005,0,0
AUS,Athletics,2005,0,0
AUS,Badminton,2005,0,0
AUS,Baseball,2005,0,0
AUS,Basketball,2005,0,0
AUS,Beach Volleyball,2005,0,0
AUS,Boxing,2005,0,0
AUS,Canoeing,2005,0,0
AUS,Cycling,2005,0,0
AUS,Diving,2005,0,0
AUS,Equestrian,2005,0,0
AUS,Fencing,2005,0,0
AUS,Football,2005,0,0
AUS,Gymnastics,2005,0,0
AUS,Hockey,2005,0,0
AUS,Judo,2005,0,0
AUS,Modern Pentathlon,2005,0,0
AUS,Rowing,2005,0,0
AUS,Sailing,2005,0,0
AUS,Shooting,2005,0,0
AUS,Softball,2005,0,0
AUS,Swimming,2005,0,0
AUS,Synchronized Swimming,2005,0,0
AUS,Table Tennis,2005,0,0
AUS,Taekwondo,2005,0,0
AUS,Tennis,2005,0,0
AUS,Triathlon,2005,0,0
AUS,Volleyball,2005,0,0
AUS,Water Polo,2005,0,0
AUS,Weightlifting,2005,0,0
AUS,Wrestling,2005,0,0
AUT,Athletics,2005,0,0
AUT,Beach Volleyball,2005,0,0
AUT,Canoeing,2005,0,0
AUT,Cycling,2005,0,0
AUT,Diving,2005,0,0
AUT,Equestrian,2005,0,0
AUT,Fencing,2005,0,0
AUT,Judo,2005,0,0
AUT,Rowing,2005,0,0
AUT,Sailing,2005,0,0
AUT,Shooting,2005,0,0
AUT,Swimming,2005,0,0
AUT,Table Tennis,2005,0,0
AUT,Taekwondo,2005,0,0
AUT,Tennis,2005,0,0
AUT,Triathlon,2005,0,0
AUT,Weightlifting,2005,0,0
AUT,Wrestling,2005,0,0
AZE,Athletics,2005,0,0
AZE,Boxing,2005,0,0
AZE,Fencing,2005,0,0
AZE,Gymnastics,2005,0,0
AZE,Judo,2005,0,0
AZE,Shooting,2005,0,0
AZE,Swimming,2005,0,0
AZE,Taekwondo,2005,0,0
AZE,Weightlifting,2005,0,0
AZE,Wrestling,2005,0,0
BAH,Athletics,2005,0,0
BAH,Swimming,2005,0,0
BAH,Tennis,2005,0,0
BAN,Athletics,2005,0,0
BAN,Shooting,2005,0,0
BAN,Swimming,2005,0,0
BAR,Athletics,2005,0,0
BAR,Cycling,2005,0,0
BAR,Judo,2005,0,0
BAR,Shooting,2005,0,0
BAR,Swimming,2005,0,0
BDI,Athletics,2005,0,0
BDI,Swimming,2005,0,0
BEL,Athletics,2005,0,0
BEL,Canoeing,2005,0,0
BEL,Cycling,2005,0,0
BEL,Equestrian,2005,0,0
BEL,Fencing,2005,0,0
BEL,Gymnastics,2005,0,0
BEL,Judo,2005,0,0
BEL,Rowing,2005,0,0
BEL,Sailing,2005,0,0
BEL,Shooting,2005,0,0
BEL,Table Tennis,2005,0,0
BEL,Taekwondo,2005,0,0
BEL,Tennis,2005,0,0
BEL,Triathlon,2005,0,0
BEN,Athletics,2005,0,0
BEN,Swimming,2005,0,0
BER,Athletics,2005,0,0
BER,Diving,2005,0,0
BER,Equestrian,2005,0,0
BER,Sailing,2005,0,0
BER,Swimming,2005,0,0
BER,Triathlon,2005,0,0
BHU,Archery,2005,0,0
BIH,Athletics,2005,0,0
BIH,Canoeing,2005,0,0
BIH,Judo,2005,0,0
BIH,Shooting,2005,0,0
BIH,Swimming,2005,0,0
BIH,Table Tennis,2005,0,0
BIH,Taekwondo,2005,0,0
BIH,Tennis,2005,0,0
BIZ,Athletics,2005,0,0
BLR,Archery,2005,0,0
BLR,Athletics,2005,0,0
BLR,Boxing,2005,0,0
BLR,Canoeing,2005,0,0
BLR,Cycling,2005,0,0
BLR,Diving,2005,0,0
BLR,Equestrian,2005,0,0
BLR,Fencing,2005,0,0
BLR,Gymnastics,2005,0,0
BLR,Judo,2005,0,0
BLR,Modern Pentathlon,2005,0,0
BLR,Rowing,2005,0,0
BLR,Sailing,2005,0,0
BLR,Shooting,2005,0,0
BLR,Swimming,2005,0,0
BLR,Synchronized Swimming,2005,0,0
BLR,Table Tennis,2005,0,0
BLR,Tennis,2005,0,0
BLR,Weightlifting,2005,0,0
BLR,Wrestling,2005,0,0
